name,sample_ID,start_position,end_position,length,label,label_2,label_3,label_4,label_5
NC_004070,NC_004070.1,0,3999,4000,0,0,0,0,0
NC_004070,NC_004070.1,100,4099,4000,0,0,0,0,0
NC_004070,NC_004070.1,200,4199,4000,0,0,0,0,0
NC_004070,NC_004070.1,300,4299,4000,0,0,0,0,0
NC_004070,NC_004070.1,400,4399,4000,0,0,0,0,0
NC_004070,NC_004070.1,500,4499,4000,0,0,0,0,0
NC_004070,NC_004070.1,600,4599,4000,0,0,0,0,0
NC_004070,NC_004070.1,700,4699,4000,0,0,0,0,0
NC_004070,NC_004070.1,800,4799,4000,0,0,0,0,0
NC_004070,NC_004070.1,900,4899,4000,0,0,0,0,0
NC_004070,NC_004070.1,1000,4999,4000,0,0,0,0,0
NC_004070,NC_004070.1,1100,5099,4000,0,0,0,0,0
NC_004070,NC_004070.1,1200,5199,4000,0,0,0,0,0
NC_004070,NC_004070.1,1300,5299,4000,0,0,0,0,0
NC_004070,NC_004070.1,1400,5399,4000,0,0,0,0,0
NC_004070,NC_004070.1,1500,5499,4000,0,0,0,0,0
NC_004070,NC_004070.1,1600,5599,4000,0,0,0,0,0
NC_004070,NC_004070.1,1700,5699,4000,0,0,0,0,0
NC_004070,NC_004070.1,1800,5799,4000,0,0,0,0,0
NC_004070,NC_004070.1,1900,5899,4000,0,0,0,0,0
NC_004070,NC_004070.1,2000,5999,4000,0,0,0,0,0
NC_004070,NC_004070.1,2100,6099,4000,0,0,0,0,0
NC_004070,NC_004070.1,2200,6199,4000,0,0,0,0,0
NC_004070,NC_004070.1,2300,6299,4000,0,0,0,0,0
NC_004070,NC_004070.1,2400,6399,4000,0,0,0,0,0
NC_004070,NC_004070.1,2500,6499,4000,0,0,0,0,0
NC_004070,NC_004070.1,2600,6599,4000,0,0,0,0,0
NC_004070,NC_004070.1,2700,6699,4000,0,0,0,0,0
NC_004070,NC_004070.1,2800,6799,4000,0,0,0,0,0
NC_004070,NC_004070.1,2900,6899,4000,0,0,0,0,0
NC_004070,NC_004070.1,3000,6999,4000,0,0,0,0,0
NC_004070,NC_004070.1,3100,7099,4000,0,0,0,0,0
NC_004070,NC_004070.1,3200,7199,4000,0,0,0,0,0
NC_004070,NC_004070.1,3300,7299,4000,0,0,0,0,0
NC_004070,NC_004070.1,3400,7399,4000,0,0,0,0,0
NC_004070,NC_004070.1,3500,7499,4000,0,0,0,0,0
NC_004070,NC_004070.1,3600,7599,4000,0,0,0,0,0
NC_004070,NC_004070.1,3700,7699,4000,0,0,0,0,0
NC_004070,NC_004070.1,3800,7799,4000,0,0,0,0,0
NC_004070,NC_004070.1,3900,7899,4000,0,0,0,0,0
NC_004070,NC_004070.1,4000,7999,4000,0,0,0,0,0
NC_004070,NC_004070.1,4100,8099,4000,0,0,0,0,0
NC_004070,NC_004070.1,4200,8199,4000,0,0,0,0,0
NC_004070,NC_004070.1,4300,8299,4000,0,0,0,0,0
NC_004070,NC_004070.1,4400,8399,4000,0,0,0,0,0
