name,sample_ID,start_position,end_position,length,label,label_2,label_3,label_4,label_5
AE014291,AE014291.4,0,3999,4000,0,0,0,0,0
AE014291,AE014291.4,100,4099,4000,0,0,0,0,0
AE014291,AE014291.4,200,4199,4000,0,0,0,0,0
AE014291,AE014291.4,300,4299,4000,0,0,0,0,0
AE014291,AE014291.4,400,4399,4000,0,0,0,0,0
AE014291,AE014291.4,500,4499,4000,0,0,0,0,0
AE014291,AE014291.4,600,4599,4000,0,0,0,0,0
AE014291,AE014291.4,700,4699,4000,0,0,0,0,0
AE014291,AE014291.4,800,4799,4000,0,0,0,0,0
AE014291,AE014291.4,900,4899,4000,0,0,0,0,0
AE014291,AE014291.4,1000,4999,4000,0,0,0,0,0
AE014291,AE014291.4,1100,5099,4000,0,0,0,0,0
AE014291,AE014291.4,1200,5199,4000,0,0,0,0,0
AE014291,AE014291.4,1300,5299,4000,0,0,0,0,0
AE014291,AE014291.4,1400,5399,4000,0,0,0,0,0
AE014291,AE014291.4,1500,5499,4000,0,0,0,0,0
AE014291,AE014291.4,1600,5599,4000,0,0,0,0,0
AE014291,AE014291.4,1700,5699,4000,0,0,0,0,0
AE014291,AE014291.4,1800,5799,4000,0,0,0,0,0
AE014291,AE014291.4,1900,5899,4000,0,0,0,0,0
AE014291,AE014291.4,2000,5999,4000,0,0,0,0,0
AE014291,AE014291.4,2100,6099,4000,0,0,0,0,0
AE014291,AE014291.4,2200,6199,4000,0,0,0,0,0
AE014291,AE014291.4,2300,6299,4000,0,0,0,0,0
AE014291,AE014291.4,2400,6399,4000,0,0,0,0,0
AE014291,AE014291.4,2500,6499,4000,0,0,0,0,0
AE014291,AE014291.4,2600,6599,4000,0,0,0,0,0
AE014291,AE014291.4,2700,6699,4000,0,0,0,0,0
AE014291,AE014291.4,2800,6799,4000,0,0,0,0,0
AE014291,AE014291.4,2900,6899,4000,0,0,0,0,0
AE014291,AE014291.4,3000,6999,4000,0,0,0,0,0
AE014291,AE014291.4,3100,7099,4000,0,0,0,0,0
AE014291,AE014291.4,3200,7199,4000,0,0,0,0,0
AE014291,AE014291.4,3300,7299,4000,0,0,0,0,0
AE014291,AE014291.4,3400,7399,4000,0,0,0,0,0
AE014291,AE014291.4,3500,7499,4000,0,0,0,0,0
AE014291,AE014291.4,3600,7599,4000,0,0,0,0,0
AE014291,AE014291.4,3700,7699,4000,0,0,0,0,0
AE014291,AE014291.4,3800,7799,4000,0,0,0,0,0
AE014291,AE014291.4,3900,7899,4000,0,0,0,0,0
AE014291,AE014291.4,4000,7999,4000,0,0,0,0,0
AE014291,AE014291.4,4100,8099,4000,0,0,0,0,0
AE014291,AE014291.4,4200,8199,4000,0,0,0,0,0
AE014291,AE014291.4,4300,8299,4000,0,0,0,0,0
AE014291,AE014291.4,4400,8399,4000,0,0,0,0,0
AE014291,AE014291.4,4500,8499,4000,0,0,0,0,0
AE014291,AE014291.4,4600,8599,4000,0,0,0,0,0
AE014291,AE014291.4,4700,8699,4000,0,0,0,0,0
AE014291,AE014291.4,4800,8799,4000,0,0,0,0,0
AE014291,AE014291.4,4900,8899,4000,0,0,0,0,0
AE014291,AE014291.4,5000,8999,4000,0,0,0,0,0
AE014291,AE014291.4,5100,9099,4000,0,0,0,0,0
AE014291,AE014291.4,5200,9199,4000,0,0,0,0,0
