name,sample_ID,start_position,end_position,length,label,label_2
BA000030,BA000030.4,0,3999,4000,0,0
BA000030,BA000030.4,100,4099,4000,0,0
BA000030,BA000030.4,200,4199,4000,0,0
BA000030,BA000030.4,300,4299,4000,0,0
BA000030,BA000030.4,400,4399,4000,0,0
BA000030,BA000030.4,500,4499,4000,0,0
BA000030,BA000030.4,600,4599,4000,0,0
BA000030,BA000030.4,700,4699,4000,0,0
BA000030,BA000030.4,800,4799,4000,0,0
BA000030,BA000030.4,900,4899,4000,0,1
BA000030,BA000030.4,1000,4999,4000,0,1
BA000030,BA000030.4,1100,5099,4000,0,0
BA000030,BA000030.4,1200,5199,4000,0,0
BA000030,BA000030.4,1300,5299,4000,0,0
BA000030,BA000030.4,1400,5399,4000,0,0
BA000030,BA000030.4,1500,5499,4000,0,0
BA000030,BA000030.4,1600,5599,4000,0,0
BA000030,BA000030.4,1700,5699,4000,0,0
BA000030,BA000030.4,1800,5799,4000,0,0
BA000030,BA000030.4,1900,5899,4000,0,0
BA000030,BA000030.4,2000,5999,4000,0,0
BA000030,BA000030.4,2100,6099,4000,0,0
BA000030,BA000030.4,2200,6199,4000,0,0
BA000030,BA000030.4,2300,6299,4000,0,0
BA000030,BA000030.4,2400,6399,4000,0,0
BA000030,BA000030.4,2500,6499,4000,0,0
BA000030,BA000030.4,2600,6599,4000,0,0
BA000030,BA000030.4,2700,6699,4000,0,0
BA000030,BA000030.4,2800,6799,4000,0,0
BA000030,BA000030.4,2900,6899,4000,0,0
BA000030,BA000030.4,3000,6999,4000,0,0
BA000030,BA000030.4,3100,7099,4000,0,0
BA000030,BA000030.4,3200,7199,4000,0,0
BA000030,BA000030.4,3300,7299,4000,0,0
BA000030,BA000030.4,3400,7399,4000,0,0
BA000030,BA000030.4,3500,7499,4000,0,0
BA000030,BA000030.4,3600,7599,4000,0,0
BA000030,BA000030.4,3700,7699,4000,0,0
BA000030,BA000030.4,3800,7799,4000,0,0
BA000030,BA000030.4,3900,7899,4000,1,0
BA000030,BA000030.4,4000,7999,4000,1,0
BA000030,BA000030.4,4100,8099,4000,1,0
BA000030,BA000030.4,4200,8199,4000,1,0
BA000030,BA000030.4,4300,8299,4000,0,0
BA000030,BA000030.4,4400,8399,4000,0,0
BA000030,BA000030.4,4500,8499,4000,0,0
BA000030,BA000030.4,4600,8599,4000,0,0
BA000030,BA000030.4,4700,8699,4000,0,0
BA000030,BA000030.4,4800,8799,4000,0,0
BA000030,BA000030.4,4900,8899,4000,0,0
BA000030,BA000030.4,5000,8999,4000,0,0
BA000030,BA000030.4,5100,9099,4000,0,0
BA000030,BA000030.4,5200,9199,4000,1,0
BA000030,BA000030.4,5300,9299,4000,0,0
BA000030,BA000030.4,5400,9399,4000,0,1
BA000030,BA000030.4,5500,9499,4000,0,0
BA000030,BA000030.4,5600,9599,4000,0,0
BA000030,BA000030.4,5700,9699,4000,0,0
BA000030,BA000030.4,5800,9799,4000,0,0
BA000030,BA000030.4,5900,9899,4000,0,0
BA000030,BA000030.4,6000,9999,4000,0,0
BA000030,BA000030.4,6100,10099,4000,0,0
BA000030,BA000030.4,6200,10199,4000,0,0
BA000030,BA000030.4,6300,10299,4000,0,0
BA000030,BA000030.4,6400,10399,4000,0,0
BA000030,BA000030.4,6500,10499,4000,0,0
BA000030,BA000030.4,6600,10599,4000,0,0
BA000030,BA000030.4,6700,10699,4000,0,0
BA000030,BA000030.4,6800,10799,4000,0,0
BA000030,BA000030.4,6900,10899,4000,0,0
BA000030,BA000030.4,7000,10999,4000,0,0
BA000030,BA000030.4,7100,11099,4000,0,0
BA000030,BA000030.4,7200,11199,4000,0,0
BA000030,BA000030.4,7300,11299,4000,0,0
BA000030,BA000030.4,7400,11399,4000,0,0
BA000030,BA000030.4,7500,11499,4000,0,0
BA000030,BA000030.4,7600,11599,4000,0,0
BA000030,BA000030.4,7700,11699,4000,0,0
BA000030,BA000030.4,7800,11799,4000,0,0
BA000030,BA000030.4,7900,11899,4000,0,0
BA000030,BA000030.4,8000,11999,4000,0,0
BA000030,BA000030.4,8100,12099,4000,0,0
BA000030,BA000030.4,8200,12199,4000,0,0
BA000030,BA000030.4,8300,12299,4000,0,0
BA000030,BA000030.4,8400,12399,4000,0,0
BA000030,BA000030.4,8500,12499,4000,0,0
BA000030,BA000030.4,8600,12599,4000,0,0
BA000030,BA000030.4,8700,12699,4000,0,0
BA000030,BA000030.4,8800,12799,4000,0,0
BA000030,BA000030.4,8900,12899,4000,0,0
BA000030,BA000030.4,9000,12999,4000,0,0
BA000030,BA000030.4,9100,13099,4000,0,0
BA000030,BA000030.4,9200,13199,4000,0,0
BA000030,BA000030.4,9300,13299,4000,0,0
BA000030,BA000030.4,9400,13399,4000,0,0
BA000030,BA000030.4,9500,13499,4000,0,0
BA000030,BA000030.4,9600,13599,4000,0,0
BA000030,BA000030.4,9700,13699,4000,0,0
BA000030,BA000030.4,9800,13799,4000,0,0
BA000030,BA000030.4,9900,13899,4000,0,0
BA000030,BA000030.4,10000,13999,4000,0,0
BA000030,BA000030.4,10100,14099,4000,0,0
BA000030,BA000030.4,10200,14199,4000,0,0
BA000030,BA000030.4,10300,14299,4000,0,0
BA000030,BA000030.4,10400,14399,4000,0,0
BA000030,BA000030.4,10500,14499,4000,0,0
BA000030,BA000030.4,10600,14599,4000,0,0
BA000030,BA000030.4,10700,14699,4000,0,0
