name,sample_ID,start_position,end_position,length,label,label_2
BA000034,BA000034.2,0,3999,4000,0,0
BA000034,BA000034.2,100,4099,4000,0,0
BA000034,BA000034.2,200,4199,4000,0,0
BA000034,BA000034.2,300,4299,4000,0,0
BA000034,BA000034.2,400,4399,4000,0,0
BA000034,BA000034.2,500,4499,4000,0,0
BA000034,BA000034.2,600,4599,4000,0,0
BA000034,BA000034.2,700,4699,4000,0,0
BA000034,BA000034.2,800,4799,4000,0,0
BA000034,BA000034.2,900,4899,4000,0,0
BA000034,BA000034.2,1000,4999,4000,0,0
BA000034,BA000034.2,1100,5099,4000,0,0
BA000034,BA000034.2,1200,5199,4000,0,0
BA000034,BA000034.2,1300,5299,4000,0,0
BA000034,BA000034.2,1400,5399,4000,0,0
BA000034,BA000034.2,1500,5499,4000,0,0
BA000034,BA000034.2,1600,5599,4000,0,0
BA000034,BA000034.2,1700,5699,4000,0,0
BA000034,BA000034.2,1800,5799,4000,0,0
BA000034,BA000034.2,1900,5899,4000,0,0
BA000034,BA000034.2,2000,5999,4000,0,0
BA000034,BA000034.2,2100,6099,4000,0,0
BA000034,BA000034.2,2200,6199,4000,0,0
BA000034,BA000034.2,2300,6299,4000,0,0
BA000034,BA000034.2,2400,6399,4000,0,0
BA000034,BA000034.2,2500,6499,4000,0,0
BA000034,BA000034.2,2600,6599,4000,0,0
BA000034,BA000034.2,2700,6699,4000,0,0
BA000034,BA000034.2,2800,6799,4000,0,0
BA000034,BA000034.2,2900,6899,4000,0,0
BA000034,BA000034.2,3000,6999,4000,0,0
BA000034,BA000034.2,3100,7099,4000,0,0
BA000034,BA000034.2,3200,7199,4000,0,0
BA000034,BA000034.2,3300,7299,4000,0,0
BA000034,BA000034.2,3400,7399,4000,0,0
BA000034,BA000034.2,3500,7499,4000,0,0
BA000034,BA000034.2,3600,7599,4000,0,0
BA000034,BA000034.2,3700,7699,4000,0,0
BA000034,BA000034.2,3800,7799,4000,0,0
BA000034,BA000034.2,3900,7899,4000,0,0
BA000034,BA000034.2,4000,7999,4000,0,0
BA000034,BA000034.2,4100,8099,4000,0,0
BA000034,BA000034.2,4200,8199,4000,0,0
BA000034,BA000034.2,4300,8299,4000,0,0
BA000034,BA000034.2,4400,8399,4000,0,0
BA000034,BA000034.2,4500,8499,4000,0,0
BA000034,BA000034.2,4600,8599,4000,0,0
BA000034,BA000034.2,4700,8699,4000,0,0
BA000034,BA000034.2,4800,8799,4000,0,0
BA000034,BA000034.2,4900,8899,4000,0,0
BA000034,BA000034.2,5000,8999,4000,0,0
BA000034,BA000034.2,5100,9099,4000,0,0
BA000034,BA000034.2,5200,9199,4000,0,0
BA000034,BA000034.2,5300,9299,4000,0,0
BA000034,BA000034.2,5400,9399,4000,0,0
BA000034,BA000034.2,5500,9499,4000,0,0
BA000034,BA000034.2,5600,9599,4000,0,0
BA000034,BA000034.2,5700,9699,4000,0,0
BA000034,BA000034.2,5800,9799,4000,0,0
BA000034,BA000034.2,5900,9899,4000,0,0
